BusinessEntityID,Name,AddressType,AddressLine1,AddressLine2,City,StateProvinceName,PostalCode,CountryRegionName
730,Very Best Sports Supply,Main Office,Kurfürstenstr 9,null,Duesseldorf,Hessen,40605,Germany
1108,Affordable Sports Equipment,Main Office,Lake Elisnor Place,null,Lake Elsinore,California,92530,United States
344,Retail Sales and Service,Main Office,Lake Region Factory Outlet,null,Tilton,New Hampshire,03276,United States
902,Cash & Carry Bikes,Main Office,Lakeline Mall,null,Cedar Park,Texas,78613,United States
614,Outdoor Sporting Goods,Main Office,Lakewood Mall,null,Lakewood,California,90712,United States
1834,Bike Experts,Main Office,Lancaster Mall,null,Salem,Oregon,97301,United States
306,Clamps & Brackets Co.,Main Office,Leesburg Premium Outlet Centre,null,Leesburg,Virginia,20176,United States
410,Fast Bike Works,Main Office,Level 100,77 Southbank Boulevard,South Melbourne,Victoria,3205,Australia
1452,Preferable Bikes,Main Office,Level 25,538 Climbing Street,Rhodes,New South Wales,2138,Australia
1464,List Price Catalog Company,Main Office,Level 25,96 Lytton Rd.,Melbourne,Victoria,3000,Australia
1366,Sensible Sports,Main Office,Level 5,157 Liverpool Street,Rhodes,New South Wales,2138,Australia
1058,Mass Market Bikes,Main Office,Level 59,null,Alexandria,New South Wales,2015,Australia
972,Major Bicycle Store,Main Office,Level 6,538 Climbing Street,Matraville,New South Wales,2036,Australia
906,Fitness Bike Accessories,Main Office,Level 7,114 Albert Road,Rhodes,New South Wales,2138,Australia
1818,Eastward Bike Accessories,Main Office,Level 7,201 Sussex Street,Matraville,New South Wales,2036,Australia
1042,Popular Bike Lines,Main Office,Level 7,80 Arthur Street,Newcastle,New South Wales,2300,Australia
1938,Cycle Parts and Accessories,Main Office,Level 99,12 South 10th Avenue,Melbourne,Victoria,3000,Australia
666,Fitness Discount Store,Main Office,Level 992,56 Pitt Street,Melbourne,Victoria,3000,Australia
870,Vast Bike Sales and Rental,Main Office,Lewis County Mall,null,Chehalis,Washington,98532,United States
304,Bicycle Accessories and Kits,Main Office,Lewiston Mall,null,Lewiston,Idaho,83501,United States
1950,Helpful Sales and Repair Service ,Main Office,Licensing Account,null,Seaford,Victoria,3198,Australia
1968,Solid Bike Parts,Main Office,Lincoln Square,null,Arlington,Texas,76010,United States
1074,Recreation Systems,Main Office,Logansport Mall,null,Logansport,Indiana,46947,United States
1812,Maintenance and Repair for Bicycles,Main Office,Lone Star Factory,null,La Marque,Texas,77568,United States
292,Next-Door Bike Store,Main Office,Mall Of Memphis,null,Memphis,Tennessee,38103,United States
1956,Wire Baskets and Parts,Main Office,Mall Of Orange,null,Orange,California,92867,United States
1120,Rural Sales and Service,Main Office,Management Mall,null,San Antonio,Texas,78204,United States
898,Tough and Reliable Parts,Main Office,Market Square Shopping Center,null,Lakeland,Florida,33801,United States
858,Roadway Bike Emporium,Main Office,Medford,null,Medford,Oregon,97504,United States
1034,The Accessories Store,Main Office,Medford Outlet Center,null,Medford,Minnesota,55049,United States
776,Principal Bike Company,Main Office,Mountain Square,null,Upland,California,91786,United States
1944,Quantity Discounts,Main Office,Natomas Marketplace,null,Sacramento,California,95814,United States
1868,Executive Gift Store,Main Office,New Castle Plaza,null,New Castle,Indiana,47362,United States
1484,Essential Bike Works,Main Office,"New Millhouse, 2583 Milton Park",null,Abingdon,England,OX14 4SE,United Kingdom
1468,Village Tours,Main Office,Newport Shopping Center,null,Newport,Kentucky,41071,United States
1444,Remote Bicycle Specialists,Main Office,No. 2000-25080 Beaver Hall Hill,null,Quebec,Quebec,G1R,Canada
1236,Twelfth Bike Store,Main Office,No. 25400 10665 Jasper Avenue,null,Edmonton,Alberta,T5,Canada
312,Vinyl and Plastic Goods Corporation,Main Office,No. 25800-130 King Street West,null,Toronto,Ontario,M4B 1V5,Canada
1370,Liquidation Sales,Main Office,No. 6,Millenium Court,Perth,South Australia,6006,Australia
1084,Running and Cycling Gear,Main Office,No. 60 Bellis Fair Parkway,null,Bellingham,Washington,98225,United States
546,Client Discount Store,Main Office,Noah Lane,null,Chicago,Illinois,60610,United States
758,Nearby Bike Mall,Main Office,Nonnendamm 63,null,Berlin,Nordrhein-Westfalen,14197,Germany
656,Outstanding Cycles,Main Office,North 93270 Newport Highway,null,Spokane,Washington,99202,United States
396,Flawless Bike Shop,Main Office,North County Square,null,Vista,California,92084,United States
400,Exertion Activities Club,Main Office,Norwalk Square,null,Norwalk,California,90650,United States
572,Bike Universe,Main Office,Nut Tree Factory,null,Vacaville,California,95688,United States
1100,All Seasons Sports Supply,Main Office,Ohms Road,null,Houston,Texas,77003,United States
1934,A Typical Bike Shop,Main Office,"One Dancing, Rr No. 25",Box 8033,Round Rock,Texas,78664,United States
554,Racks and Security Systems,Main Office,One Equinox Way,null,Sunrise,Florida,33322,United States
1990,Technical Parts Manufacturing,Main Office,Ontario Mills,null,Ontario,California,91764,United States
918,Expert Cycle Store,Main Office,Orwith Center,39 Herbert Street,St. Leonards,New South Wales,2065,Australia
1932,Thrifty Parts and Sales,Main Office,Oxnard Outlet,null,Oxnard,California,93030,United States
1854,Region Bike Company,Main Office,P O Box 72569,null,East Brisbane,Queensland,4169,Australia
608,Two-Wheeled Transit Company,Main Office,P.O. Box 44000,null,Winnipeg,Manitoba,R3,Canada
1318,Town Industries,Main Office,P.O. Box 6256916,null,Dallas,Texas,75201,United States
716,Famous Bike Sales and Service,Main Office,P.O. Box 9005,null,Endicott,New York,13760,United States
358,Quality Bike Sales,Main Office,P.O. Box 990032,null,Findon,South Australia,5023,Australia
1214,Sturdy Toys,Main Office,Pacific West Outlet,null,Gilroy,California,95020,United States
322,Irregulars Outlet,Main Office,Pappelallee 19,null,Dresden,Hessen,01071,Germany
1844,Metropolitan Bicycle Supply,Main Office,Paramount House,null,London,England,W1N 9FA,United Kingdom
1398,Oils and Fluids Warehouse,Main Office,"Park House-4th Floor, 2516 Park St.",null,London,England,W1Y 3RA,United Kingdom
650,Distance Bikes,Main Office,Park North Business Center,null,Clarkston,Georgia,30021,United States
1862,Racing Association,Main Office,Parkway City Mall,null,Huntsville,Alabama,35801,United States
1478,Metropolitan Manufacturing,Main Office,Parkway Plaza,null,El Cajon,California,92020,United States
742,Vehicle Shop,Main Office,Pavillion @ Redlands,null,Redlands,California,92373,United States
1460,Cycles and Scooters,Main Office,Peach Festival Outlet,null,Byron,Georgia,31008,United States
1202,Noiseless Gear Company,Main Office,Peachtree Mall,null,Columbus,Georgia,31901,United States
1284,Instruments and Parts Company,Main Office,"Phoenix Way, Cirencester",null,Gloucestershire,England,GL7 1RY,United Kingdom
988,Manufacturers Inc,Main Office,Po Box 08050,null,Nashville,Tennessee,37203,United States
1362,Metro Bike Mart,Main Office,Po Box 2257,null,Greensboro,North Carolina,27412,United States
1376,Sports Products Store,Main Office,Po Box 252525,null,Santa Ana,California,92701,United States
426,Cross-town Parts Shop,Main Office,Po Box 25484,null,Springwood,New South Wales,2777,Australia
450,Unsurpassed Bikes,Main Office,Po Box 8035996,null,Dallas,Texas,75201,United States
1330,Elite Bikes,Main Office,Po Box 8259024,null,Dallas,Texas,75201,United States
708,South Bike Company,Main Office,Po Box 83270,null,Vancouver,British Columbia,V7L 4J4,Canada
422,Bike Boutique,Main Office,Polaris Town Center,null,Columbus,Ohio,43215,United States
1372,Friendly Bike Shop,Main Office,Port Huron,null,Port Huron,Michigan,48060,United States
1880,Off-Price Bike Center,Main Office,Postfach 11 09 00,null,Berlin,Hessen,14111,Germany
1072,Producer Goods Clearinghouse,Main Office,Postfach 55 00 00,null,Frankfurt,Bayern,91480,Germany
1204,Racing Toys,Main Office,Prime Outlets,null,Phoenix,Arizona,85004,United States
1820,Strong Metal Manufacturing,Main Office,Pyramid Mall,null,Ithaca,New York,14850,United States
1278,Many Bikes Store,Main Office,Receiving,null,Fullerton,California,92831,United States
488,Historic Bicycle Sales,Main Office,Redford Plaza,null,Redford,Michigan,48239,United States
1924,Bike Products and Accessories,Main Office,Regency Hilltop Shopping Cntr,null,Virginia Beach,Virginia,23451,United States
872,Summer Sports Place,Main Office,Ring Plaza,null,Norridge,Illinois,60706,United States
696,Extreme Riding Supplies,Main Office,Riverside,null,Sherman Oaks,California,91403,United States
348,Bold Bike Accessories,Main Office,Rocky Mountain Pines Outlet,null,Loveland,Colorado,80537,United States
550,Helmets and Cycles,Main Office,Rosebery,null,Lavender Bay,New South Wales,2060,Australia
1008,Precision Gears Inc.,Main Office,Roßstr 2248,null,Stuttgart,Saarland,70511,Germany
1198,"Fabrikam Inc., East",Main Office,Roßstr 9938,Verkaufsabteilung,Eilenburg,Brandenburg,04838,Germany
578,Rambling Tours,Main Office,Rotthäuser Weg 511,null,Stuttgart,Saarland,70511,Germany
600,Thorough Parts and Repair Services,Main Office,S Sound Ctr Suite 25300,null,Lacey,Washington,98503,United States
520,Modern Bike Store,Main Office,Saltonstall Parkway,null,East Haven,Connecticut,06512,United States
1860,Sparkling Paint and Finishes,Main Office,San Diego Factory,null,San Ysidro,California,92173,United States
800,Stationary Bikes and Stands,Main Office,Sapp Road West,null,Round Rock,Texas,78664,United States
884,Qualified Sales and Repair Services,Main Office,Savannah Festival Outlet,null,Savannah,Georgia,31401,United States
940,Cycles Wholesaler & Mfg.,Main Office,"Science Park South, Birchwood",Stanford House,Warrington,England,WA3 7BH,United Kingdom
1918,Simple Bike Parts,Main Office,Silver Sands Factory Outlet,null,Destin,Florida,32541,United States
1134,Highway Bike Shop,Main Office,Simi @ The Plaza,null,Simi Valley,California,93065,United States
390,Road-Way Mart,Main Office,Southgate Mall,null,Missoula,Montana,59801,United States
1848,Designer Department Stores,Main Office,Southwest Outlet,null,Hillsboro,Texas,76645,United States
764,Fashionable Bikes and Accessories,Main Office,Sports Store At Park City,null,Park City,Utah,84098,United States
1822,Gift and Toy Store,Main Office,Sports Stores @ Tuscola,null,Tuscola,Illinois,61953,United States
890,Expert Sports Store,Main Office,Spring Meadows Place,null,Holland,Ohio,43528,United States
1374,Yellow Bicycle Company,Main Office,St. Louis Marketplace,null,Saint Louis,Missouri,63103,United States
1086,Seventh Bike Store,Main Office,Stateline Plaza,null,Plaistow,New Hampshire,03865,United States
1010,Cross-Country Riding Supplies,Main Office,Station E,null,Chalk Riber,Ontario,K0J 1J0,Canada
1978,Exercise Center,Main Office,Stevens Creek Shopping Center,null,San Jose,California,95112,United States
470,"Unicycles, Bicycles, and Tricycles",Main Office,Stonewood Mall,null,Downey,California,90241,United States
1908,Rural Bicycle Supply,Main Office,Suite #9902,null,North York,Ontario,M4C 4K6,Canada
1988,Retreat Inn,Main Office,Suite 2502 410 Albert Street,null,Waterloo,Ontario,N2V,Canada
738,Sixth Bike Store,Main Office,Suite 25800 3401 - 10810th Avenue,null,Surrey,British Columbia,V3T 4W3,Canada
1476,Low Price Cycles,Main Office,Suite 500 995 W. 11th Avenue,null,Mississauga,Ontario,L5A 1H6,Canada
386,Nice Bikes,Main Office,Suite 800 2530 Slater Street,null,Ottawa,Ontario,K4B 1T7,Canada
356,Serious Cycles,Main Office,Suite 99320 255 - 510th Avenue S.W.,null,Calgary,Alberta,T2P 2G8,Canada
296,Riders Company,Main Office,Tanger Factory,null,Branch,Minnesota,55056,United States
376,Extended Bike Sales,Main Office,The Citadel Commerce Plaza,null,City Of Commerce,California,90040,United States
1912,The Cycle Store,Main Office,The Corner Shopping Center,null,Falls Church,Virginia,22046,United States
670,Fitness Cycling,Main Office,The Quad @ WestView,null,Whittier,California,90605,United States
1846,Honest Repair Service,Main Office,Three Rivers Mall,null,Kelso,Washington,98626,United States
1872,Budget Bike Company,Main Office,Tom Morris,null,Millington,Tennessee,38054,United States
1146,Vale Riding Supplies,Main Office,Topanga Plaza,null,Canoga Park,California,91303,United States
1836,Extraordinary Bike Works,Main Office,Town East Center,null,Mesquite,Texas,75149,United States
904,Convenient Bike Shop,Main Office,Tree Plaza,null,Braintree,Massachusetts,02184,United States
362,Distinctive Cycles Sales & Service,Main Office,Turfway Retail Center,null,Florence,Kentucky,41042,United States
1102,Leisure Clearing House,Main Office,Unit 99a Battery Retail Pk,null,Birmingham,England,B29 6SL,United Kingdom
910,Quitting Business Distributors,Main Office,University Plaza,null,Tampa,Florida,33602,United States
1226,Brown Bicycle Company,Main Office,University Town Center,null,San Diego,California,92102,United States
402,Impromptu Trips,Main Office,Valley Mall,null,Union Gap,Washington,98903,United States
1920,Timely Shipping Service,Main Office,Viejas Outlet Center,null,Alpine,California,91901,United States
834,Functional Store South,Main Office,Viktoria-Luise-Platz 475,null,München,Nordrhein-Westfalen,80074,Germany
950,The Bicycle Accessories Company,Main Office,Vista Marketplace,null,Alhambra,California,91801,United States
1152,Exceptional Cycle Services,Main Office,Wade Road,null,Basingstoke Hants,England,RG24 8PL,United Kingdom
1914,Educational Services,Main Office,Wallstr 244,null,Saarbrücken,Saarland,66001,Germany
1904,Mobile Outlet,Main Office,Walnut Hill Plaza,null,Woonsocket,Rhode Island,02895,United States
638,Responsible Bike Dealers,Main Office,Ward Parkway Center,null,Kansas City,Missouri,64106,United States
856,Action Bicycle Specialists,Main Office,Warrington Ldc Unit 25/2,null,Woolston,England,WA1 4SY,United Kingdom
528,Parcel Express Delivery Service,Main Office,Washington Square,null,Portland,Oregon,97205,United States
846,Super Sports Store,Main Office,Washington Square Ii,null,Indianapolis,Indiana,46204,United States
1432,Good Bicycle Store,Main Office,Werftstr 4400,null,Sulzbach Taunus,Saarland,66272,Germany
922,Parts Shop,Main Office,West Georgia Commons,null,La Grange,Georgia,30240,United States
924,Riding Excursions,Main Office,West Park Plaza,null,Irvine,California,92614,United States
664,Casual Bicycle Store,Main Office,Westside Plaza,null,Nashua,New Hampshire,03064,United States
1220,Commerce Bicycle Specialists,Main Office,Wharfdale Road,null,Berkshire,England,RG11 5TP,United Kingdom
330,Major Sport Suppliers,Main Office,White Mountain Mall,null,Rock Springs,Wyoming,82901,United States
446,Rodeway Bike Store,Main Office,Winterfeldtstr 5557,Kreditorenbuchhaltung,Münster,Saarland,48001,Germany
404,Margie's Travel,Main Office,Woodbury Commons,null,Central Valley,New York,10917,United States
328,Purchase Mart,Main Office,Wrentham Village,null,Wrentham,Massachusetts,02093,United States
1472,Tachometers and Accessories,Main Office,Wymbush,null,Milton Keynes,England,MK8 8DF,United Kingdom
